days,uninfectedCount,incubationCount,asymptomaticCount,symptomaticCount,immuneCount
1,17,1,0,1,0
2,17,1,0,0,1
3,17,1,0,0,1
4,17,1,0,0,1
5,17,1,0,0,1
6,14,3,0,1,1
7,14,3,0,0,2
8,14,3,0,0,2
9,12,4,0,1,2
10,12,4,0,0,3
11,12,4,0,0,3
12,12,1,0,3,3
13,12,1,0,0,6
14,12,0,0,1,6
15,12,0,0,0,7
16,12,0,0,0,7
17,12,0,0,0,7
18,12,0,0,0,7
19,12,0,0,0,7
20,12,0,0,0,7
21,12,0,0,0,7
22,12,0,0,0,7
23,12,0,0,0,7
24,12,0,0,0,7
25,12,0,0,0,7
26,12,0,0,0,7
27,12,0,0,0,7
28,12,0,0,0,7
29,12,0,0,0,7
30,12,0,0,0,7
31,12,0,0,0,7
32,12,0,0,0,7
33,12,0,0,0,7
34,12,0,0,0,7
