days,uninfectedCount,incubationCount,asymptomaticCount,symptomaticCount,immuneCount
1,16,2,0,1,0
2,13,5,0,1,0
3,11,7,0,1,0
4,11,7,0,1,0
5,7,10,0,2,0
6,6,10,1,2,0
7,6,9,2,2,0
8,3,6,3,6,1
9,3,5,3,7,1
10,1,6,4,7,1
11,1,5,4,8,1
12,1,4,4,9,1
13,0,4,4,9,2
14,0,3,4,9,3
15,0,1,5,9,4
16,0,1,4,9,5
17,0,1,2,9,7
18,0,0,2,8,9
19,0,0,2,4,13
20,0,0,2,4,13
21,0,0,2,2,15
22,0,0,2,2,15
23,0,0,1,2,16
24,0,0,1,2,16
25,0,0,1,2,16
26,0,0,1,2,16
27,0,0,0,1,18
28,0,0,0,0,19
29,0,0,0,0,19
30,0,0,0,0,19
31,0,0,0,0,19
32,0,0,0,0,19
33,0,0,0,0,19
34,0,0,0,0,19
