days,uninfectedCount,incubationCount,asymptomaticCount,symptomaticCount,immuneCount
1,16,2,0,1,0
2,15,3,0,1,0
3,14,3,1,1,0
4,10,7,1,1,0
5,9,8,1,1,0
6,9,8,1,1,0
7,7,8,2,2,0
8,7,6,3,2,1
9,5,5,3,5,1
10,4,5,3,6,1
11,4,3,2,8,2
12,2,5,2,8,2
13,2,3,2,10,2
14,2,3,2,10,2
15,2,2,2,10,3
16,2,2,2,10,3
17,2,1,3,10,3
18,2,0,2,11,4
19,2,0,1,11,5
20,1,1,1,11,5
21,1,1,1,8,8
22,1,1,1,6,10
23,1,1,1,5,11
24,0,2,1,4,12
25,0,2,1,4,12
26,0,2,0,2,15
27,0,0,2,2,15
28,0,0,2,0,17
29,0,0,2,0,17
30,0,0,2,0,17
31,0,0,2,0,17
32,0,0,2,0,17
33,0,0,2,0,17
34,0,0,2,0,17
