days,uninfectedCount,incubationCount,asymptomaticCount,symptomaticCount,immuneCount
1,18,0,0,1,0
2,15,3,0,1,0
3,15,3,0,1,0
4,12,6,0,1,0
5,9,8,1,1,0
6,7,10,1,1,0
7,6,10,2,1,0
8,6,7,3,2,1
9,6,5,3,4,1
10,5,6,3,4,1
11,4,7,3,4,1
12,3,6,3,6,1
13,2,7,2,6,2
14,2,5,3,7,2
15,2,3,5,6,3
16,2,2,4,7,4
17,2,2,3,6,6
18,2,1,3,6,7
19,2,1,3,6,7
20,2,0,3,7,7
21,2,0,3,7,7
22,2,0,3,6,8
23,2,0,3,6,8
24,2,0,2,4,11
25,2,0,2,4,11
26,2,0,2,4,11
27,2,0,1,4,12
28,2,0,0,2,15
29,2,0,0,1,16
30,2,0,0,1,16
31,2,0,0,0,17
32,2,0,0,0,17
33,2,0,0,0,17
34,2,0,0,0,17
35,2,0,0,0,17
36,2,0,0,0,17
37,2,0,0,0,17
38,2,0,0,0,17
39,2,0,0,0,17
40,2,0,0,0,17
41,2,0,0,0,17
42,2,0,0,0,17
43,2,0,0,0,17
44,2,0,0,0,17
